category,album,title,has_children,parent,image,date,media,width,height,price,tags,notes,album_escaped,basename
oil,Still Life,Img 5077,,bath_water_study_1,IMG_5077.jpg,,,,,,,,still_life,img_5077
oil,Still Life,Img 5078,,bath_water_study_1,IMG_5078.jpg,,,,,,,,still_life,img_5078
oil,Still Life,Img 5081,,bath_water_study_1,IMG_5081.jpg,,,,,,,,still_life,img_5081
oil,Still Life,Img 5082,,bath_water_study_1,IMG_5082.jpg,,,,,,,,still_life,img_5082
oil,Still Life,Img 5083,,bath_water_study_1,IMG_5083.jpg,,,,,,,,still_life,img_5083
oil,Still Life,Img 5084,,bath_water_study_1,IMG_5084.jpg,,,,,,,,still_life,img_5084
oil,Still Life,Img 5085,,bath_water_study_1,IMG_5085.jpg,,,,,,,,still_life,img_5085
oil,Still Life,Img 5086,,bath_water_study_1,IMG_5086.jpg,,,,,,,,still_life,img_5086
oil,Still Life,Img 5101,,bath_water_study_1,IMG_5101.jpg,,,,,,,,still_life,img_5101
oil,Still Life,Img 5154,,bath_water_study_1,IMG_5154.jpg,,,,,,,,still_life,img_5154
oil,Still Life,Img 5186,,bath_water_study_1,IMG_5186.jpg,,,,,,,,still_life,img_5186
oil,Still Life,Img 5187,,bath_water_study_1,IMG_5187.jpg,,,,,,,,still_life,img_5187
oil,Still Life,Img 5228,,bath_water_study_1,IMG_5228.jpg,,,,,,,,still_life,img_5228
oil,Still Life,Img 5243,,bath_water_study_1,IMG_5243.jpg,,,,,,,,still_life,img_5243
oil,Still Life,Img 5244,,bath_water_study_1,IMG_5244.jpg,,,,,,,,still_life,img_5244
oil,Still Life,Img 5245,,bath_water_study_1,IMG_5245.jpg,,,,,,,,still_life,img_5245
oil,Still Life,Img 5247,,bath_water_study_1,IMG_5247.jpg,,,,,,,,still_life,img_5247
oil,Still Life,Img 5248,,bath_water_study_1,IMG_5248.jpg,,,,,,,,still_life,img_5248
oil,Still Life,Img 5249,,bath_water_study_1,IMG_5249.jpg,,,,,,,,still_life,img_5249
oil,Still Life,Mandala,,,Mandala.tif,,,,,,,,still_life,mandala
Oil,2010-2011,Morgan's Bird,,,morgans_bird.jpg,2014,Oil on Masonite,8,10,,Oil,Scan from Printer,2010-2011,morgans_bird
Oil,2010-2011,After the Metamorphosis,,,after_the_metamorphosis.jpg,2012,Oil on Masonite,8,10,,"Oil, Fantasy and Allegory",Scan from Printer,2010-2011,after_the_metamorphosis
Oil,2010-2011,Golden Light Energy,,,golden_light_energy.tif,2012,Oil on Masonite,16,20,,Oil,Photo,2010-2011,golden_light_energy
Oil,2010-2011,Portrait of a Battle Dragon,,,portrait_of_a_battle_dragon.jpg,2012,Oil on Masonite,8,10,,"Oil, Fantasy and Allegory",Photo,2010-2011,portrait_of_a_battle_dragon
Oil,2010-2011,Dash,,,dash.tif,2011,Oil on Masonite,4,6,,"Oil, Pets and Animals, Series",Scan from Printer,2010-2011,dash
Oil,2010-2011,Luna,,,luna.tif,2011,Oil on Masonite,4,6,,"Oil, Pets and Animals, Series",Scan from Printer,2010-2011,luna
Oil,2010-2011,Sam,,,sam.tif,2011,Oil on Masonite,4,6,,"Oil, Pets and Animals, Series",Scan from Printer,2010-2011,sam
Oil,2010-2011,Small Roman Lion,,,small_lion.tif,2011,Oil on Masonite,4,6,,"Oil, Pets and Animals",Scan from Printer,2010-2011,small_lion
Oil,2010-2011,St Marks Lion & Morgan 2,,,st_marks_lion_and_girl-2.tif,2010,Oil on Masonite,4,6,,"Oil, Pets and Animals, Portraits",Scan from Printer,2010-2011,st_marks_lion_and_girl-2
Oil,2010-2011,St Marks Lion & Morgan 1,,,st_marks_lion_and_girl-1.tif,2009,Oil on Masonite,4,6,,"Oil, Pets and Animals, Portraits",Scan from Printer,2010-2011,st_marks_lion_and_girl-1
Oil,2010-2011,Morning Glory,,,morning_glory.tif,2005,Oil on Masonite,8,10,,Oil,Scan from Printer,2010-2011,morning_glory
Oil,2010-2011,Napa Valley Vineyard Worker,,,grape_man.jpg,1989,Oil on Masonite,15,20,,"Oil, Fantasy and Allegory, Landscapes, The Figure",Photo,2010-2011,grape_man
Oil,Past,Grapevine on Wood,,,grapevine_on_wood.tif,1998,Oil on Masonite,16,20,,Oil,,past,grapevine_on_wood
Oil,Past,The Bath,,,bath.jpg,1997,Oil on Masonite,10,15,,"Oil, Architecture, The Figure, Fantasy and Allegory",,past,bath
Oil,Past,Rain,,,rain.jpg,1990,Oil on Masonite,15,20,,"Oil, Landscape",Photo,past,rain
Oil,Past,Sandstone Formations (Left),,,sandstone_left.jpg,1990,Oil on Masonite,10,15,,"Oil, Landscape","Photo ('tryptch-left.jpg', etc.)",past,sandstone_left
Oil,Past,Sandstone Formations (Middle),,,sandstone_middle.jpg,1990,Oil on Masonite,20,15,,"Oil, Landscape",Photo,past,sandstone_middle
Oil,Past,Sandstone Formations (Right),,,sandstone_right.jpg,1990,Oil on Masonite,10,15,,"Oil, Landscape",Photo,past,sandstone_right
Oil,Past,The Force and Rhythm of Time,,,the_force_and_rhythm_of_time.tif,1989,Oil on Masonite,15,20,,"Oil,, The Figure, Fantasy and Allegory, Landscape",Photo ('pool_women-light.jpg'),past,the_force_and_rhythm_of_time
Oil,Past,Imps in the Garden,,,imps_in_the_garden.tif,1988,Oil on Masonite,15,20,,"Oil, The Figure, Fantasy and Allegory, Landscape",,past,imps_in_the_garden
Oil,Past,Exhaustion,,,exhaustion.jpg,1982,Oil on Canvas Board,8,10,,"Oil, Fantasy and Allegory",Photo,past,exhaustion
Other,Jamuna,Jamuna 1,,,jamuna.jpg,2004,Ceramic Sculpture,,,,Sculpture,Photo,jamuna,jamuna
Other,Shirts,Afire to Know the World (kid's shirt),,,Afire_to_Know_the_World-kids.jpg,2008,Ink on Cotton,,,,Shirts,,shirts,afire_to_know_the_world-kids
Other,Shirts,Afire to Know the World (nightshirt),,,Afire_to_Know_the_World-nightshirt.jpg,2008,Ink on Cotton,,,,Shirts,,shirts,afire_to_know_the_world-nightshirt
Other,Shirts,Afire to Know the World (shirt),,,Afire_to_Know_the_World-shirt.jpg,2008,Ink on Cotton,,,,Shirts,,shirts,afire_to_know_the_world-shirt
Other,Shirts,Thor shirt for Dantz (back),,,Thor_shirt_for_Dantz-back.jpg,2001,Ink on Cotton,,,,Shirts,,shirts,thor_shirt_for_dantz-back
Other,Shirts,Thor shirt for Dantz (front closeup),,,Thor_shirt_for_Dantz-front_closeup.jpg,2001,Ink on Cotton,,,,Shirts,,shirts,thor_shirt_for_dantz-front_closeup
Other,Shirts,Thor shirt for Dantz (front),,,Thor_shirt_for_Dantz-front.jpg,2001,Ink on Cotton,,,,Shirts,,shirts,thor_shirt_for_dantz-front
Other,Signs,Two Dragons and a Phoenix,TRUE,,two_dragons_and_a_phoenix.jpg,2012,Oil on Redwood,,,,Oil,,signs,two_dragons_and_a_phoenix
Other,Signs,Two Dragons and a Phoenix underpaint,,two_dragons_and_a_phoenix,two_dragons_and_a_phoenix_underpaint.jpg,2012,Oil on Redwood,,,,Oil,,signs,two_dragons_and_a_phoenix_underpaint
