category,album,title,has_children,parent,image,date,media,width,height,price,tags,notes,album_escaped,basename
ceramics,2005,Red Black Dish,,,red_black_dish.jpg,,,,,,,,2005,red_black_dish
ceramics,2005,Red Blue Square Tray,,,red_blue_square_tray.jpg,,,,,,,,2005,red_blue_square_tray
ceramics,2005,Red Blue Square Tray-top,,,red_blue_square_tray-top.jpg,,,,,,,,2005,red_blue_square_tray-top
ceramics,2005,Red Purple Bowl-side,,,red_purple_bowl-side.jpg,,,,,,,,2005,red_purple_bowl-side
ceramics,2005,Sectioned Bowl,,,Sectioned Bowl.jpg,,,,,,,,2005,sectioned_bowl
ceramics,2005,Sectioned Bowl 2,,,Sectioned Bowl 2.jpg,,,,,,,,2005,sectioned_bowl_2
ceramics,2005,Small Cracked Platter,,,Small cracked platter.jpg,,,,,,,,2005,small_cracked_platter
ceramics,2005,Small Red Olive 2,,,small red olive 2.jpg,,,,,,,,2005,small_red_olive_2
ceramics,2005,Spiral 1,,,Spiral_1.jpg,,,,,,,,2005,spiral_1
ceramics,2005,Table Blue Triad Bowl 1,,,Table Blue triad bowl_1.jpg,,,,,,,,2005,table_blue_triad_bowl_1
ceramics,2005,Table Handle Basket 1,,,Table Handle basket_1.jpg,,,,,,,,2005,table_handle_basket_1
ceramics,2005,Table Many Leaves 1,,,Table Many Leaves_1.jpg,,,,,,,,2005,table_many_leaves_1
ceramics,2005,Table Red and Black Square 1,,,Table Red and black square_1.jpg,,,,,,,,2005,table_red_and_black_square_1
ceramics,2005,Table Red Waves Bowl 1,,,Table Red waves bowl_1.jpg,,,,,,,,2005,table_red_waves_bowl_1
ceramics,2005,Table Small Round Moss Gn 1,,,Table Small Round Moss Gn_1.jpg,,,,,,,,2005,table_small_round_moss_gn_1
ceramics,2005,Table Small Round Snowflake 1,,,Table Small Round Snowflake_1.jpg,,,,,,,,2005,table_small_round_snowflake_1
ceramics,2005,Table Small Round Sp Brown 1,,,Table Small Round Sp Brown_1.jpg,,,,,,,,2005,table_small_round_sp_brown_1
ceramics,2005,Table Waves,,,Table Waves.jpg,,,,,,,,2005,table_waves
ceramics,2005,Textured Triangle Platter,,,Textured triangle platter.jpg,,,,,,,,2005,textured_triangle_platter
Ceramics,2007,Kiwi & Emerald Large Bowl,,,kiwi_emerald_large_bowl.jpg,2007,Terra Cotta Clay,,,,,Need image,2007,kiwi_emerald_large_bowl
ceramics,2007,Bad Hairday Dish,,,bad_hairday_dish.jpg,,,,,,,,2007,bad_hairday_dish
ceramics,2007,Kiwi and Emerald Plates-medium,,,kiwi_and_emerald_plates-medium.jpg,,,,,,,,2007,kiwi_and_emerald_plates-medium
ceramics,2007,Kiwi and Emerald Plates-small,,,kiwi_and_emerald_plates-small.jpg,,,,,,,,2007,kiwi_and_emerald_plates-small
ceramics,2007,Kiwi and Emerald Plates-terra Cotta Clay,,,kiwi_and_emerald_plates-terra_cotta_clay.jpg,,,,,,,,2007,kiwi_and_emerald_plates-terra_cotta_clay
ceramics,2007,Olive Dishes-pippen Green and Blue-side,,,olive_dishes-pippen_green_and_blue-side.jpg,,,,,,,,2007,olive_dishes-pippen_green_and_blue-side
ceramics,2007,Olive Dishes-pippen Green and Blue-top,,,olive_dishes-pippen_green_and_blue-top.jpg,,,,,,,,2007,olive_dishes-pippen_green_and_blue-top
ceramics,2007,Red and Black Large Bowl,,,red_and_black_large_bowl.jpg,,,,,,,,2007,red_and_black_large_bowl
ceramics,2007,Red and Black Oval Platter,,,red_and_black_oval_platter.jpg,,,,,,,,2007,red_and_black_oval_platter
ceramics,2007,Satin Black Olive Dish,,,satin_black_olive_dish.jpg,,,,,,,,2007,satin_black_olive_dish
ceramics,2007,Satin Black Platter,,,satin_black_platter.jpg,,,,,,,,2007,satin_black_platter
ceramics,2007,Small Cat Dish,,,small_cat_dish.jpg,,,,,,,,2007,small_cat_dish
ceramics,2007,Small Chun Red Appetizer Plate,,,small_chun_red_appetizer_plate.jpg,,,,,,,,2007,small_chun_red_appetizer_plate
ceramics,Firing the Kiln,First Layer After,,,first_layer_after.jpg,,,,,,,,firing_the_kiln,first_layer_after
ceramics,Firing the Kiln,First Layer Before,,,first_layer_before.jpg,,,,,,,,firing_the_kiln,first_layer_before
ceramics,Firing the Kiln,Fourth Layer After,,,fourth_layer_after.jpg,,,,,,,,firing_the_kiln,fourth_layer_after
ceramics,Firing the Kiln,Fourth Layer Before,,,fourth_layer_before.jpg,,,,,,,,firing_the_kiln,fourth_layer_before
ceramics,Firing the Kiln,Second Layer After.jpg,,,second_layer_after.jpg.jpg,,,,,,,,firing_the_kiln,second_layer_after.jpg
ceramics,Firing the Kiln,Second Layer Before,,,second_layer_before.jpg,,,,,,,,firing_the_kiln,second_layer_before
ceramics,Firing the Kiln,Third Layer After,,,third_layer_after.jpg,,,,,,,,firing_the_kiln,third_layer_after
ceramics,Firing the Kiln,Third Layer Before,,,third_layer_before.jpg,,,,,,,,firing_the_kiln,third_layer_before
drawings,Figure Drawing,Fuzz Bucket,,,fuzz_bucket.jpg,2021,Pencil on Paper,5,7,NFS,,,figure_drawing,fuzz_bucket
drawings,Figure Drawing,Mother and Daughter,,,mother_and_daughter.jpg,,,,,,,,figure_drawing,mother_and_daughter
drawings,Figure Drawing,Brian (been In the Battle),,,Brian_(Been_in_the_Battle).jpg,,,,,,,,figure_drawing,brian_(been_in_the_battle)
drawings,Figure Drawing,Emiliy,,,Emiliy.jpg,,,,,,,,figure_drawing,emiliy
drawings,Figure Drawing,Emily 2,,,Emily_2.jpg,,,,,,,,figure_drawing,emily_2
drawings,Figure Drawing,Judith,,,Judith.jpg,,,,,,,,figure_drawing,judith
drawings,Figure Drawing,Simone,,,Simone.jpg,,,,,,,,figure_drawing,simone
drawings,Figure Drawing,Torrey,,,Torrey.jpg,,,,,,,,figure_drawing,torrey
drawings,Figure Drawing,Veronique,,,Veronique.jpg,,,,,,,,figure_drawing,veronique
drawings,Nature,Stories To Tell,TRUE,,stories_to_tell.tif,,,,,,,,nature,stories_to_tell
drawings,Nature,Stories To Tell 1,,stories_to_tell,IMG_6143.jpg,,,,,,,,nature,img_6143
drawings,Nature,Stories To Tell 2,,stories_to_tell,IMG_6163.jpg,,,,,,,,nature,img_6163
drawings,Nature,Stories To Tell 3,,stories_to_tell,IMG_6171.jpg,,,,,,,,nature,img_6171
drawings,Nature,Stories To Tell 4,,stories_to_tell,IMG_6172.jpg,,,,,,,,nature,img_6172
drawings,Nature,The Watcher in the Woods,,,the_watcher_in_the_woods.jpg,2019,Graphite on Bristol Paper,11,14,,,,nature,the_watcher_in_the_woods
drawings,Nature,Three Cranes,,,three_cranes.jpg,2020,Graphite on Bristol Paper,7,3,,,,nature,three_cranes
drawings,Nature,Carmel Tree,,,carmel_tree.jpg,,,,,,Wide,,nature,carmel_tree
drawings,Nature,Grapeleaves-pen,,,grapeleaves-pen.jpg,,,,,,,,nature,grapeleaves-pen
drawings,Nature,Grapes-pen,,,grapes-pen.jpg,,,,,,,,nature,grapes-pen
drawings,Nature,Up a Tree,,,up_a_tree.jpg,,,,,,,,nature,up_a_tree
drawings,Home,Alexanders's House,,,alexanders_house.jpg,1992,,,,,,,home,alexanders_house
drawings,Home,Charter Oak House,,,charter_oak_house.jpg,1999,,,,,,,home,charter_oak_house
drawings,Home,Ross House,,,ross_house.jpg,,,,,,,,home,ross_house
drawings,Home,Carothers Road House,,,carothers_road_house.jpg,1999,,,,,,,home,caraothers_road_house
drawings,Home,Window Seat,,,window_seat.jpg,,,,,,,,home,window_seat
drawings,Wineries & Restaurants,Travigne,,,travigne.jpg,,,,,,,,wineries,travigne
drawings,Wineries & Restaurants,Sequoia Grove,,,sequoia_grove.jpg,,,,,,,,wineries,sequoia_grove
drawings,Wineries & Restaurants,V Sattui,,,v_sattui.jpg,,,,,,,,wineries,v_sattui
drawings,Wineries & Restaurants,Sutter Home,,,sutter_home.jpg,,,,,,,,wineries,sutter_home
drawings,Wineries & Restaurants,Charles Krug,,,charles_krug.jpg,,,,,,,,wineries,charles_krug
drawings,Wineries & Restaurants,Sante Fe Bar & Grill,,,santa_fe_bar_and_grill.jpg,,,,,,,,wineries,santa_fe_bar_and_grill
Oil,Circles,Morgan at 21,TRUE,,morgan_at_21.png,2021,Oil on Round Maple Panel,6,6,NFS,"Oil, Portraits",Photo,circles,morgan_at_21
Oil,Circles,Faerie Woods,,,faerie_woods.jpg,2021,Oil on Round Maple Panel,6,6,350,"Oil, Landscape",Photo,circles,faerie_woods
Oil,Circles,Golden Rose,,,golden_rose.jpg,2021,Oil on Round Maple Panel,6,6,350,"Oil, Landscape",Photo,circles,golden_rose
Oil,Circles,Reaching for the Buckyball,,,reaching_for_the_buckyball.jpg,2021,Oil on Round Maple Panel,8,8,450,"Oil, Nature",Photo,circles,reaching_for_the_buckyball
Oil,Circles,Fern Canyon Path Steps,TRUE,,fern_canyon_path_steps.png,2021,Oil on Round Maple Panel,6,6,350,"Oil, Landscape",Photo,circles,fern_canyon_path_steps
Oil,Circles,Fran's Iris,TRUE,,frans_iris.png,2021,Oil on Round Maple Panel,6,6,"Sold, giclees available","Oil, Still Life",Photo,circles,frans_iris
Oil,Circles,Beatriz,TRUE,,beatriz.png,2021,Oil on Round Maple Panel,6,6,NFS,"Oil, Portraits",Photo,circles,beatriz
Oil,Circles,Daffodils,TRUE,,daffodils.png,2021,Oil on Round Maple Panel,6,6,"Sold, giclees available","Oil, Still Life",Photo,circles,daffodils
Oil,Circles,Gualala,TRUE,,gualala_6in.png,2021,Oil on Round Maple Panel,6,6,"Sold, giclees available","Oil, Landscape",Photo,circles,gualala_6in
Oil,Circles,Reflecting Pool Garden at Lewis and Clark,TRUE,,reflecting_pool_garden_at_lewis_and_clark.png,2021,Oil on Round Maple Panel,6,6,"Sold, giclees available","Oil, Landscape",Photo,circles,reflecting_pool_garden_at_lewis_and_clark
Oil,Circles,beatriz-1.jpeg,,beatriz.jpeg,,,,,,,,,,beatriz-1
Oil,Circles,beatriz-2.jpeg,,beatriz.jpeg,,,,,,,,,,beatriz-2
Oil,Circles,beatriz-3.jpeg,,beatriz.jpeg,,,,,,,,,,beatriz-3
Oil,Circles,daffodils-1.jpeg,,daffodils.jpeg,,,,,,,,,,daffodils-1
Oil,Circles,daffodils-2.jpeg,,daffodils.jpeg,,,,,,,,,,daffodils-2
Oil,Circles,fern_canyon_path_steps-1.jpeg,,fern_canyon_path_steps.jpeg,,,,,,,,,,fern_canyon_path_steps-1
Oil,Circles,fern_canyon_path_steps-2.jpeg,,fern_canyon_path_steps.jpeg,,,,,,,,,,fern_canyon_path_steps-2
Oil,Circles,frans_iris-1.jpeg,,frans_iris.jpeg,,,,,,,,,,frans_iris-1
Oil,Circles,frans_iris-2.jpeg,,frans_iris.jpeg,,,,,,,,,,frans_iris-2
Oil,Circles,gualala_6in-1.jpeg,,gualala_6in.jpeg,,,,,,,,,,gualala_6in-1
Oil,Circles,gualala_6in-2.jpeg,,gualala_6in.jpeg,,,,,,,,,,gualala_6in-2
Oil,Circles,morgan_at_21-1.jpeg,,morgan_at_21.jpeg,,,,,,,,,,morgan_at_21-1
Oil,Circles,morgan_at_21-2.jpeg,,morgan_at_21.jpeg,,,,,,,,,,morgan_at_21-2
Oil,Circles,morgan_at_21-3.jpeg,,morgan_at_21.jpeg,,,,,,,,,,morgan_at_21-3
Oil,Circles,reflecting_pool_garden_at_lewis_and_clark-1.jpeg,,reflecting_pool_garden_at_lewis_and_clark.jpeg,,,,,,,,,,reflecting_pool_garden_at_lewis_and_clark-1
Oil,Circles,reflecting_pool_garden_at_lewis_and_clark-2.jpeg,,reflecting_pool_garden_at_lewis_and_clark.jpeg,,,,,,,,,,reflecting_pool_garden_at_lewis_and_clark-2
Oil,Circles,reflecting_pool_garden_at_lewis_and_clark-3.jpeg,,reflecting_pool_garden_at_lewis_and_clark.jpeg,,,,,,,,,,reflecting_pool_garden_at_lewis_and_clark-3
Oil,Circles,reflecting_pool_garden_at_lewis_and_clark-4.jpeg,,reflecting_pool_garden_at_lewis_and_clark.jpeg,,,,,,,,,,reflecting_pool_garden_at_lewis_and_clark-4
Oil,Figures,Dryad Exposed,TRUE,,dryad_exposed.jpg,2021,Oil on Oak,30,164,1800,"Oil, Figure Drawing, Wide",Photo,figures,dryad_exposed
Oil,Figures,Boundary Oaks Flyer,,dryad_exposed,lesher_center_bedford_gallery.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,lesher_center_bedford_gallery
Oil,Figures,Choosing,,dryad_exposed,dryad_exposed_1608.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_1608
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_4882.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_4882
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_4884.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_4884
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_4888.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_4888
Oil,Figures,Sanding,,dryad_exposed,dryad_exposed_4890.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_4890
Oil,Figures,More Sanding,,dryad_exposed,dryad_exposed_4892.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_4892
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_5070.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5070
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_5075.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5075
Oil,Figures,Support Branch Detail,,dryad_exposed,dryad_exposed_5076.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5076
Oil,Figures,Ready for Painting,,dryad_exposed,dryad_exposed_5081.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5081
Oil,Figures,Sepia Gesso,,dryad_exposed,dryad_exposed_5087.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5087
Oil,Figures,Underpainting,,dryad_exposed,dryad_exposed_5090.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5090
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_5625.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5625
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_5630.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5630
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_5641.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5641
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_5961.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_5961
Oil,Figures,Dryad Exposed,,dryad_exposed,dryad_exposed_6012.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing",Photo,figures,dryad_exposed_6012
Oil,Figures,Finished,,dryad_exposed,dryad_exposed_finished.jpg,2021,Oil on Oak,,,,"Oil, Figure Drawing, Wide",Photo,figures,dryad_exposed_finished
oil,Figures,Naiad,,,naiad.jpg,2020,Oil on Masonite,24,6,695,"Oil, Figure Drawing",,figures,naiad
oil,Figures,Dryad,,,dryad.jpg,2020,Oil on Masonite,24,6,695,"Oil, Figure Drawing",,figures,dryad
oil,Landscapes,Path through the Cypress Hole,,,path_through_the_cypress_hole.jpg,2020,Oil on Masonite,20,16,1100,"Oil, Landscape",Photo,landscapes,path_through_the_cypress_hole
oil,Landscapes,The Tea Garden Path,,,the_tea_garden_path.jpg,2019,Oil on Masonite,10,10,450,"Oil, Landscape",Photo,landscapes,the_tea_garden_path
oil,Landscapes,Grizzly Peak 5:06 PM,,,grizzly_peak_5_06_pm.jpg,2020,Oil on Masonite,24,6,695,"Oil, Landscape",,landscapes,grizzly_peak_5_06_pm
oil,Landscapes,Grizzly Peak 5:17 PM,,,grizzly_peak_5_17_pm.jpg,2020,Oil on Masonite,24,6,695,"Oil, Landscape",,landscapes,grizzly_peak_5_17_pm
Oil,Landscapes,A Twist of Nature,,,a_twist_of_nature.tif,2019,Oil on Masonite,24,24,1800,"Oil, Landscape",Custom Photographic,landscapes,a_twist_of_nature
Oil,Landscapes,Trinidad Sunset In the Summer of Fires,,,trinidad_sunset.tif,2019,Oil on Masonite,18,24,1500,"Oil, Landscape",Custom Photographic,landscapes,trinidad_sunset
oil,Landscapes,Monterey,,,monterey.tif,2018,Oil on Masonite,10,10,450,Oil,Custom Photographic,landscapes,monterey
oil,Landscapes,Roc Egg,,,monterey_visitor.tif,2018,Oil on Masonite,24,36,1950,Oil,Custom Photographic,landscapes,monterey_visitor
oil,Landscapes,La Rambla,,,la_rambla.jpg,2018,Oil on Masonite,24,36,1800,Oil,Photo,landscapes,la_rambla
oil,Landscapes,Girl Up a Tree,,,girl_up_a_tree.jpg,2018,Oil on Masonite,24,60,,Oil,Photo,landscapes,girl_up_a_tree
oil,Landscapes,No Cherry Blossoms Today,,,no_cherry_blossoms_today.tif,2018,Oil on Masonite,36,24,2500,Oil,,landscapes,no_cherry_blossoms_today
Oil,Landscapes,Autumn Jewels,TRUE,,morgans_leaves.tif,2017,Oil on Masonite,8,10,,"Oil, Landscape",Scan from Printer,landscapes,morgans_leaves
oil,Landscapes,Cold Shoulder At Rapunzels Tower,TRUE,,Cold_Shoulder_at_Rapunzels_Tower.tif,2017,Oil on Masonite,16,30,1500,"Oil, Landscape",,landscapes,cold_shoulder_at_rapunzels_tower
oil,Landscapes,Follow Me,TRUE,,follow_me.tif,2017,Oil on Masonite,30,30,2600,"Oil, Landscape",,landscapes,follow_me
Oil,Landscapes,Madrone Dryad,TRUE,,madrone_dryad.tif,2017,Oil on Masonite,16,20,1100,"Oil, Landscape",Custom Photographic,landscapes,madrone_dryad
oil,Landscapes,Secret Garden of Earthly Delights,,,Secret Garden of Earthly Delights.jpg,2017,Oil on Masonite,20,16,1500,,,landscapes,secret_garden_of_earthly_delights
oil,Landscapes,Spengler Path,TRUE,,spengler_path.tif,2017,Oil on Masonite,16,20,1200,,,landscapes,spengler_path
Oil,Landscapes,Shadows on My Path,TRUE,,shadows_on_my_path.tif,2016,Oil on Masonite,32,48,2800,"Oil, Landscape",Custom Photographic,landscapes,shadows_on_my_path
Oil,Landscapes,The Wind in My Branches,TRUE,,the_wind_in_my_branches.tif,2016,Oil on Masonite,48,36,1900,"Oil, Landscape",Custom Photographic,landscapes,the_wind_in_my_branches
Oil,Landscapes,The Wind in My Branches v1,,the_wind_in_my_branches,the_wind_in_my_branches_v1.tif,2016,Oil on Masonite,48,36,,"Oil, Landscape",Custom Photographic,landscapes,the_wind_in_my_branches_v1
Oil,Landscapes,Amalfi Coast,,,amalfi_coast.tif,2015,Oil on Masonite,24,60,4000,"Oil, Italy, Landscape",Custom Photographic,landscapes,amalfi_coast
Oil,Landscapes,Briones Through My Window,,,briones_through_my_window.png,2015,Oil on Masonite,72,48,8000,"Oil, Landscape, Wide",Custom Photographic,landscapes,briones_through_my_window
oil,Landscapes,Eucylptus Bark,,,eucylptus.tif,2014,Oil on Masonite,16,20,850,,,landscapes,eucylptus
Oil,Landscapes,Snow on Mount Diablo,,,snow_on_mount_diablo.tif,2014,Oil on Masonite,24,36,1300,"Oil, Landscape",Custom Photographic,landscapes,snow_on_mount_diablo
Oil,Landscapes,Tuscan Path,,,tuscan_path.tif,2014,Oil on Masonite,24,60,4000,"Oil, Italy, Landscape",Custom Photographic,landscapes,tuscan_path
Oil,Landscapes,Venice Canal,,,venice_canal.tif,2014,Oil on Masonite,24,60,4000,"Oil, Italy, Landscape",Custom Photographic,landscapes,venice_canal
Oil,Landscapes,Mendocino Coast Sunset,,,mendocino_coast_sunset.tif,2012,Oil on Masonite,24,30,,"Oil, Landscape",Custom Photographic,landscapes,mendocino_coast_sunset
Oil,Landscapes,Irish Garden,,,irish_garden.tif,2010,Oil on Masonite,16,20,,"Oil, Landscape",Custom Photographic,landscapes,irish_garden
Oil,Landscapes,In a Tuscan Town,TRUE,,in_a_tuscan_town.tif,2013,Oil on Masonite,24,60,,"Oil, Italy, Landscape",Custom Photographic,landscapes,in_a_tuscan_town
Oil,Landscapes,In a Tuscan Town (Beginning),,in_a_tuscan_town,in_a_tuscan_town-underpaint.jpg,2013,Oil on Masonite,24,60,,"Oil, Italy, Landscapes, Progressions",Photo,landscapes,in_a_tuscan_town-underpaint
Oil,Landscapes,In a Tuscan Town (Sepia Layer),,in_a_tuscan_town,in_a_tuscan_town-sepia.jpg,2013,Oil on Masonite,24,60,,"Oil, Italy, Landscapes, Progressions",Photo,landscapes,in_a_tuscan_town-sepia
Oil,Landscapes,Italian Portico,,,italian_portico.tif,2006,Oil on Masonite,15,20,,"Oil, Italy, Architecture, Pets and Animals",Custom Photographic,landscapes,italian_portico
oil,Landscapes,Banyan Tree,TRUE,,banyan_tree.tif,,,,,,,,landscapes,banyan_tree
oil,Landscapes,Img 0036,,banyan_tree,IMG_0036.jpg,,,,,,,,landscapes,img_0036
oil,Landscapes,Img 1679,,briones_through_my_window,IMG_1679.jpg,,,,,,,,landscapes,img_1679
oil,Landscapes,Img 1680,,briones_through_my_window,IMG_1680.jpg,,,,,,,,landscapes,img_1680
oil,Landscapes,Img 1681,,briones_through_my_window,IMG_1681.jpg,,,,,,,,landscapes,img_1681
oil,Landscapes,Img 1686,,briones_through_my_window,IMG_1686.jpg,,,,,,,,landscapes,img_1686
oil,Landscapes,Img 1687,,briones_through_my_window,IMG_1687.jpg,,,,,,,,landscapes,img_1687
oil,Landscapes,Img 1688,,briones_through_my_window,IMG_1688.jpg,,,,,,,,landscapes,img_1688
oil,Landscapes,Img 1689,,briones_through_my_window,IMG_1689.jpg,,,,,,,,landscapes,img_1689
oil,Landscapes,Img 1690,,briones_through_my_window,IMG_1690.jpg,,,,,,,,landscapes,img_1690
oil,Landscapes,Img 1691,,briones_through_my_window,IMG_1691.jpg,,,,,,,,landscapes,img_1691
oil,Landscapes,Img 4432,,secret_garden_of_earthly_delights,IMG_4432.jpg,,,,,,,,landscapes,img_4432
oil,Landscapes,Img 4437,,briones_through_my_window,IMG_4437.jpg,,,,,,,,landscapes,img_4437
oil,Landscapes,Img 4453,,briones_through_my_window,IMG_4453.jpg,,,,,,,,landscapes,img_4453
oil,Landscapes,Img 4503,,secret_garden_of_earthly_delights,IMG_4503.jpg,,,,,,,,landscapes,img_4503
oil,Landscapes,Img 4504,,briones_through_my_window,IMG_4504.jpg,,,,,,,,landscapes,img_4504
oil,Landscapes,Img 4510,,secret_garden_of_earthly_delights,IMG_4510.jpg,,,,,,,,landscapes,img_4510
oil,Landscapes,Img 4511,,briones_through_my_window,IMG_4511.jpg,,,,,,,,landscapes,img_4511
oil,Landscapes,Img 4512,,briones_through_my_window,IMG_4512.jpg,,,,,,,,landscapes,img_4512
oil,Landscapes,Img 4513,,briones_through_my_window,IMG_4513.jpg,,,,,,,,landscapes,img_4513
oil,Landscapes,Img 4514,,briones_through_my_window,IMG_4514.jpg,,,,,,,,landscapes,img_4514
oil,Landscapes,Img 4519,,secret_garden_of_earthly_delights,IMG_4519.jpg,,,,,,,,landscapes,img_4519
oil,Landscapes,Img 4520,,secret_garden_of_earthly_delights,IMG_4520.jpg,,,,,,,,landscapes,img_4520
oil,Landscapes,Img 4521,,briones_through_my_window,IMG_4521.jpg,,,,,,,,landscapes,img_4521
oil,Landscapes,Img 4522,,briones_through_my_window,IMG_4522.jpg,,,,,,,,landscapes,img_4522
oil,Landscapes,Img 4529,,briones_through_my_window,IMG_4529.jpg,,,,,,,,landscapes,img_4529
oil,Landscapes,Img 4533,,briones_through_my_window,IMG_4533.jpg,,,,,,,,landscapes,img_4533
oil,Landscapes,Img 4535,,secret_garden_of_earthly_delights,IMG_4535.jpg,,,,,,,,landscapes,img_4535
oil,Landscapes,Img 4536,,briones_through_my_window,IMG_4536.jpg,,,,,,,,landscapes,img_4536
oil,Landscapes,Img 4537,,briones_through_my_window,IMG_4537.jpg,,,,,,,,landscapes,img_4537
oil,Landscapes,Img 4543,,briones_through_my_window,IMG_4543.jpg,,,,,,,,landscapes,img_4543
oil,Landscapes,Img 4544,,briones_through_my_window,IMG_4544.jpg,,,,,,,,landscapes,img_4544
oil,Landscapes,Img 4545,,briones_through_my_window,IMG_4545.jpg,,,,,,,,landscapes,img_4545
oil,Landscapes,Img 4622,,briones_through_my_window,IMG_4622.jpg,,,,,,,,landscapes,img_4622
oil,Landscapes,Img 4623,,briones_through_my_window,IMG_4623.jpg,,,,,,,,landscapes,img_4623
oil,Landscapes,Img 4627,,briones_through_my_window,IMG_4627.jpg,,,,,,,,landscapes,img_4627
oil,Landscapes,Img 4628,,briones_through_my_window,IMG_4628.jpg,,,,,,,,landscapes,img_4628
oil,Landscapes,Img 4657,,briones_through_my_window,IMG_4657.jpg,,,,,,,,landscapes,img_4657
oil,Landscapes,Img 4658,,briones_through_my_window,IMG_4658.jpg,,,,,,,,landscapes,img_4658
oil,Landscapes,Img 4715,,briones_through_my_window,IMG_4715.jpg,,,,,,,,landscapes,img_4715
oil,Landscapes,Img 4717,,briones_through_my_window,IMG_4717.jpg,,,,,,,,landscapes,img_4717
